,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image
1486,hannover-rueckversicherung,Oktober 2019,"Gute Stimmung, sozial geht mehr",recommended,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0
1487,hannover-rueckversicherung,September 2019,Tolles Arbeitsklima und gute Bezahlung!,recommended,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0
1488,hannover-rueckversicherung,August 2019,So macht Arbeiten Spass und nette Kollegen,recommended,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0
1489,hannover-rueckversicherung,August 2019,Klare Empfehlung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1490,hannover-rueckversicherung,Mai 2019,Hannover Rück SE - ein Top-Arbeitgeber für Beruf UND Familie,recommended,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0
1491,hannover-rueckversicherung,Mai 2019,Der wahre Traumjob,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1492,hannover-rueckversicherung,Mai 2019,International und familienfreundlich,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1493,hannover-rueckversicherung,Mai 2019,"Sie wissen, wie wichtig Atmosphäre ist!",recommended,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
1494,hannover-rueckversicherung,Dezember 2018,IT-Softwarelizenz-Management Praktikum,recommended,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,4.0,,5.0,
1495,hannover-rueckversicherung,August 2018,Guter Arbeitgeber und sehr gute Arbeitsatmosphäre,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0
1496,hannover-rueckversicherung,August 2018,konservativ mit viel Extras,recommended,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0
1497,hannover-rueckversicherung,Juli 2018,Spannend für Mathematiker,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0
1498,hannover-rueckversicherung,Juni 2018,Von der Zeitarbeit zur Festeinstellung in nur einem Monat,recommended,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
1499,hannover-rueckversicherung,Juni 2018,Top Arbeitgeber,recommended,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0
1500,hannover-rueckversicherung,April 2018,Business as usual every day,not_recommended,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0
1501,hannover-rueckversicherung,April 2018,Langeweile kenne ich nicht .....,recommended,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
1502,hannover-rueckversicherung,April 2018,somewhat different,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
1503,hannover-rueckversicherung,März 2018,Sehr gute Kollegen,recommended,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0
1504,hannover-rueckversicherung,März 2018,Guter Arbeitgeber,recommended,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0
1505,hannover-rueckversicherung,März 2018,Toller Arbeitgeber,recommended,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0
1506,hannover-rueckversicherung,März 2018,Bester Arbeitgeber!,recommended,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
1507,hannover-rueckversicherung,März 2018,Zu unbeweglich und altbacken,not_recommended,3.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0
1508,hannover-rueckversicherung,Februar 2018,"Interessante Aufgaben, Teamgeist & Förderung der eigenen Entwicklung",recommended,4.0,5.0,4.0,5.0,5.0,,5.0,,4.0,3.0,4.0,4.0
1509,hannover-rueckversicherung,Februar 2018,Weitaus mehr als nur ein reiner Arbeitgeber,recommended,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
1510,hannover-rueckversicherung,Februar 2018,Auch nach fast 20 Jahren noch gern hier!,recommended,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0
1511,hannover-rueckversicherung,Januar 2018,Die Firma ist nichts für Quereinsteiger,not_recommended,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0
1512,hannover-rueckversicherung,Dezember 2017,Interessanter und vielfältiger Job in einem internationalen Unternehmen,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,3.0,4.0,5.0,5.0
1513,hannover-rueckversicherung,August 2017,Toller Arbeitgeber (meistens),recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0
1514,hannover-rueckversicherung,April 2017,Was will man mehr? - What's not to love?,recommended,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0
1515,hannover-rueckversicherung,April 2016,Titel,recommended,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
1516,hannover-rueckversicherung,März 2016,Spannend und interessant .. auch nach 18 Jahren,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1517,hannover-rueckversicherung,April 2015,nichts für kreative und/oder junge Leute,not_recommended,1.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0
1518,hannover-rueckversicherung,Dezember 2014,"Nur für den, der es sich leisten kann...",not_recommended,4.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,2.0,4.0,5.0
1519,heidelberg-zement,Juni 2018,Sehr gut: 4.46 von 5 Sternen,recommended,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
1520,hellofresh,Mai 2022,Einfach peinlich was dort abgeht! Keine geregelten Zuständigkeiten nur Chaos. Menschen am Band werden ausgenutzt.,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1521,hellofresh,April 2022,Super Kultur und spannende Aufgaben bei HelloFresh DACH,recommended,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
1522,hellofresh,April 2022,Tolles Team und toller Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1523,hellofresh,April 2022,Tolles Team und toller Arbeitgeber,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0
1524,hellofresh,April 2022,Vielfältige Aufgaben in einem spannenden Unternehmen mit Vision und tollen Werten,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,
1525,hellofresh,März 2022,Das Wachstum der Firma scheint einigen Mitarbeitenden ordentlich zu Kopf gestiegen zu sein,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1526,hellofresh,März 2022,Ungenügend,not_recommended,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0
1527,hellofresh,Februar 2022,Burnout delivered in a HelloFresh box,not_recommended,,1.0,1.0,3.0,1.0,,2.0,,1.0,,1.0,1.0
1528,hellofresh,Januar 2022,International Marketing VP Leadership is a joke.,not_recommended,,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0
1529,hellofresh,Januar 2022,Terrible management and work-life balance,not_recommended,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1530,hellofresh,Dezember 2021,Cooles Unternehmen mit Aufholbedarf in manchen Bereichen,recommended,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0
1531,hellofresh,August 2021,Nach 2 Jahren ist jeder verheizt,not_recommended,5.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0
1532,hellofresh,Juli 2021,Muss man sich gut überlegen,not_recommended,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0
1533,hellofresh,Juli 2021,"Not bad, definite room for improvement",recommended,5.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0
1534,hellofresh,Juni 2021,Tolle Kultur und sehr wertschätzender Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0
1535,hellofresh,März 2021,Nicht so gut wie angepriesen,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1536,hellofresh,März 2021,there is a reason why most people churn after usually 2 years.,not_recommended,4.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0
1537,hellofresh,Januar 2021,"Ich bin froh bei HelloFresch arbeiten zu dürfen, denn die Kollegen sind hier immer bestens gelaunt.",recommended,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
1538,hellofresh,Januar 2021,Smartes Team und coole Atmosphäre,recommended,5.0,,5.0,5.0,5.0,,5.0,4.0,4.0,5.0,2.0,5.0
1539,hellofresh,Januar 2021,Bisher ungeschlagen als Arbeitgeber!,recommended,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0
1540,hellofresh,Oktober 2020,Working at HelloFresh is very exciting. The workflow is heavy but rewarding and the people are amazing!,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0
1541,hellofresh,August 2020,Tolles Arbeitgeber und mitarbeiter,recommended,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
1542,hellofresh,August 2020,Coronavirus,not_recommended,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,
1543,hellofresh,Juli 2020,"Fresh Start - Toller Einstieg, super Kollegen & viel Spaß",recommended,5.0,,5.0,4.0,5.0,,5.0,5.0,4.0,4.0,4.0,5.0
1544,hellofresh,Juni 2020,strange management,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1545,hellofresh,Juni 2020,Bester Arbeitgeber Berlins,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1546,hellofresh,Mai 2020,"Schnelles Umfeld, in dem man viel lernen kann",recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
1547,hellofresh,Februar 2020,"A growing company full of talented, ambitious people",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,,,5.0
1548,hellofresh,Januar 2020,Top Team und Aufgaben!,recommended,5.0,5.0,4.0,4.0,4.0,,5.0,5.0,4.0,5.0,4.0,5.0
1549,hellofresh,Januar 2020,Aktuell wohl der spannendste Arbeitgeber in Berlin! Trotz schnellem Wachstum gerät der Mitarbeiter nicht aus dem Blick,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
1550,hellofresh,Dezember 2019,"Motivierte Kollegen, schönes Bürogebäude, spannende Aufgaben",recommended,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0
1551,hellofresh,November 2019,Sehr bemüht um Mitarbeiterwohl aber auch sehr chaotisch,recommended,3.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0
1552,hellofresh,Oktober 2019,Unprofessional Team Leaders in Finance,not_recommended,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
1553,hellofresh,September 2019,"junges Unternehmen, nette Stimmung und spannende Aufgaben",recommended,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0
1554,hellofresh,Juli 2019,Der berufliche Alltag in einer großen WG ist bei HelloFresh mehr als abwechslungsreich und spannend.,recommended,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0
1555,hellofresh,Juni 2019,Teils Teils,recommended,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0
1556,hellofresh,Juni 2019,"Am Anfang gut, danach nicht so ganz",not_recommended,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
1557,hellofresh,Mai 2019,The best place I ever worked for.,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
1558,hellofresh,März 2019,Herzliches Willkommen - Nah am Produkt,recommended,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0
1559,hellofresh,März 2019,HelloNeustart,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
1560,hellofresh,März 2019,Schnell wachsender Arbeitgeber mit täglich neuen Herausforderungen,recommended,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0
1561,hellofresh,März 2019,"Great company, little money for the job!",recommended,4.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0
1562,hellofresh,März 2019,Hippes junges Unternehmen bietet Arbeiten in cooler Atmosphäre und internationalen Kollegen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,5.0
1563,hellofresh,Januar 2019,interne Politik vor Effektivität,not_recommended,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0
1564,hellofresh,Januar 2019,Mehr geht nicht.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
1565,hellofresh,Januar 2019,"Fast ein Jahr bei HelloFresh - Sofort-Verantwortung, schnelle Einarbeitung, starke Lernkurve, viel Spaß",recommended,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0
1566,hellofresh,Januar 2019,viel Lärm um nichts,not_recommended,3.0,2.0,1.0,2.0,3.0,,3.0,3.0,3.0,2.0,4.0,4.0
1567,hellofresh,Januar 2019,Vorsicht vor diesem Betrieb,not_recommended,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0
1568,hellofresh,Januar 2019,Top-Arbeitgeber,recommended,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0
1569,hellofresh,Dezember 2018,Perfekte Größe! Gute Gehälter und Arbeitsbedingungen kombiniert mit Start-up Vibe sowie high-performing Kollegen,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
1570,hellofresh,Dezember 2018,Nice working environment,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
1571,hellofresh,Dezember 2018,Ich arbeite seit ca. 9 Monaten bei HelloFresh und ich liebe es!,recommended,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
1572,hellofresh,Oktober 2018,Tolles Produkt aber durchwachsener Arbeitgeber,not_recommended,5.0,5.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0
1573,hellofresh,Oktober 2018,Herausragendes Onboarding kombiniert mit ehrlichen und herzlichen Mitarbeitern im Team!,recommended,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
1574,hellofresh,Oktober 2018,Angenehme Arbeitskultur und tolles Onboarding,recommended,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1575,hellofresh,Oktober 2018,New learnings everyday,recommended,5.0,4.0,4.0,3.0,5.0,,5.0,3.0,4.0,4.0,4.0,4.0
1576,hellofresh,Oktober 2018,Marketing Analyst,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
1577,hellofresh,Oktober 2018,HelloFresh Erfahrung,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
1578,hellofresh,September 2018,"Gute Atmosphäre, Gute Leute. Schade dass sie nicht so viele Arbeit finanziell Benefits gibt!",recommended,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0
1579,hellofresh,Juli 2018,"Ein am­bi­ti­o­niert, junges Unternehmen mit einem angenehmen Arbeitsklima",recommended,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0
1580,hellofresh,Juli 2018,Ich bin seit knapp 2 Monaten bei HelloFresh und bisher sehr glücklich hier. Die Arbeit sowie die Mitarbeiter sind super!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
1581,hellofresh,Juli 2018,Wunderschöner Arbeitsplatz und tolle Kollegen trösteten über die oft zu kurz kommende Freizeit,not_recommended,4.0,5.0,3.0,4.0,1.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0
1582,hellofresh,April 2018,Flexible Arbeitszeiten und gute Arbeitsbedingungen,recommended,3.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0
1583,hellofresh,Dezember 2017,Dynamic workplace,recommended,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0
1584,hellofresh,Dezember 2017,Inspiring international working environment,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
1585,hellofresh,November 2017,Great team & Spirit in a fast-paced innovative environment!,recommended,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0
1586,hellofresh,November 2017,Ein Job ohne langweilige Routine,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0
1587,hellofresh,November 2017,Stabiles Startup mit tollem Produkt und super Team,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,5.0
1588,hellofresh,November 2017,"Great people, Possibility to learn and develop quickly",recommended,3.0,4.0,3.0,4.0,5.0,,5.0,4.0,4.0,5.0,4.0,4.0
1589,hellofresh,Oktober 2017,Wirklich moderner Arbeitgeber,recommended,3.0,5.0,4.0,3.0,5.0,,5.0,5.0,5.0,,5.0,5.0
1590,hellofresh,Oktober 2017,Super Praktikum mit verantwortungsvollen Aufgaben!,recommended,5.0,5.0,4.0,3.0,4.0,,5.0,4.0,4.0,5.0,5.0,4.0
1591,hellofresh,September 2017,"Schwache Strukturen und hoher, manueller Arbeitsaufwand",not_recommended,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
1592,henkel-aa,Mai 2022,"Ein super Arbeitgeber, aber die Philosophie des Konzerns wird nicht überall gelebt. Veraltete Räume und wenig Respekt",recommended,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
1593,henkel-aa,Mai 2022,"Abschluss 2004, ohne Übernahme und lange her, aber immer noch wichtig für meinen Werdegang bis Heute",recommended,,,,,,,,,,,,
1594,henkel-aa,Mai 2022,Veraltete Strukturen und wenig Möglichkeiten etwas zu bewirken. Moderne Arbeitsweisen werden hier nicht gern gesehen.,not_recommended,3.0,3.0,1.0,3.0,3.0,,3.0,5.0,2.0,3.0,3.0,2.0
1595,henkel-aa,April 2022,"Familienfreundlich, sobald man klar zu verstehen gibt, dass man seine Rechte kennt ...",recommended,5.0,4.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0
1596,henkel-aa,März 2022,"Globales Unternehmen, wo man viel Verantwortung bekommt",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
1597,henkel-aa,März 2022,Ungerecht behandelt,not_recommended,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,
1598,henkel-aa,März 2022,Erschwert den Übergang zum Pensionär,not_recommended,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0
1599,henkel-aa,März 2022,Erstklassiges Praktikum!,recommended,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0
1600,henkel-aa,Februar 2022,"Top Arbeitgeber, wenn man persönlich gerne für einen Konzern arbeitet",recommended,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
1601,henkel-aa,Februar 2022,"Der beste Ort, um ""Henkel"" zu treffen, ist ein Gericht!",not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1602,henkel-aa,Februar 2022,Weltmarktführer im Klebstoffbereich mit Schattenseiten! (Bereich Adhesives),not_recommended,5.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0
1603,henkel-aa,Januar 2022,"Guter Arbeitgeber, Bezahlung passt auch",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0
1604,henkel-aa,Januar 2022,"Toller Arbeitgeber, der in der Klebstoffsparte aber noch sehr konservativ führt",recommended,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0
1605,henkel-aa,Januar 2022,Keine Perspektive,not_recommended,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
1606,henkel-aa,Januar 2022,"Super Firma, Konzern halt und das muss man mögen",recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0
1607,henkel-aa,Januar 2022,Gute Ausbildung viel Eigenverantwortung,not_recommended,,,,,,,,,,,,
1608,henkel-aa,Januar 2022,Super Arbeitgeber mit guten Benefits,recommended,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,5.0
1609,henkel-aa,Dezember 2021,Ich hätte besser behandelt werden soll und habe kaum etwas gelernt.,recommended,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,,2.0,4.0,5.0
1610,henkel-aa,Dezember 2021,Interessantes Unternehmen mit netten Leuten,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1611,henkel-aa,Dezember 2021,Neustart bei Henkel,recommended,5.0,,5.0,,5.0,,5.0,5.0,4.0,,5.0,
1612,henkel-aa,Dezember 2021,"Great work environment, learning opportunity, gives room for creativity and our ideas",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1613,henkel-aa,Dezember 2021,Alles in allem eine tolle und sehr wertvolle Erfahrung die mich auf jeden Fall weiterbringen wird.,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0
1614,henkel-aa,November 2021,"Freedom to innovate, explore new things and be creative. The company takes care of its own, period.",recommended,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
1615,henkel-aa,November 2021,Ein tolles Unternehmen mit einer riesen Schwachstelle,not_recommended,5.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,1.0
1616,henkel-aa,November 2021,"Globale Firma, spannende Aufgaben, viel Gestaltungsspielraum",recommended,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0
1617,henkel-aa,November 2021,Verhalten einiger Führungskräfte stark verbesserungswürdig,not_recommended,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0
1618,henkel-aa,Oktober 2021,Internationaler Arbeitgeber mit viel Abwechslung im Adhesives Bereich,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
1619,henkel-aa,Oktober 2021,Top Firma mit vielen Sozialleistungen,recommended,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
1620,henkel-aa,Oktober 2021,Super Einstieg in die Berufswelt!,recommended,5.0,4.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0
1621,henkel-aa,Oktober 2021,Bewertung meiner ABB,recommended,,,,,,,,,,,,
1622,henkel-aa,Oktober 2021,"Alle Mitarbeiter sind sehr nett, offen und hilfsbereit. Die tariflichen Rahmenbedingungen sind sehr gut.",recommended,,,,,,,,,,,,
1623,henkel-aa,Oktober 2021,Kostenmanagement oberstes Ziel,not_recommended,1.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0
1624,henkel-aa,September 2021,Bück dich hoch,not_recommended,2.0,3.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,3.0,2.0
1625,henkel-aa,September 2021,"Ein sehr guter Arbeitgeber: Tolle Möglichkeiten für Entwicklung in etabliertem, internationalem Familienunternehmen",recommended,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
1626,henkel-aa,September 2021,Top Unternehmenxyenia,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1627,henkel-aa,September 2021,Guter Ausbildungsplatz,recommended,,,,,,,,,,,,
1628,henkel-aa,August 2021,Lieber nicht bei Henkel,not_recommended,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0
1629,henkel-aa,Juli 2021,"Keine Wertschätzung, nur Kostenfaktor",not_recommended,4.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0
1630,henkel-aa,Juli 2021,Guter Ausbildungsplatz,recommended,,,,,,,,,,,,
1631,henkel-aa,Juli 2021,"Wenig Perspektiven für Naturwissenschaftler, im Moment werden höhere Führungspositionen fast nur von extern besetzt.",not_recommended,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
1632,henkel-aa,Juli 2021,Own your results,not_recommended,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0
1633,henkel-aa,Juni 2021,Bester Arbeitgeber mit innovativen Lösungen in HR,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1634,henkel-aa,Juni 2021,Keine gute Unternehmenskultur,not_recommended,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0
1635,henkel-aa,Mai 2021,Gute Sozialleistungen - zu geringes Gehalt trotz Studium/Ausbildung,not_recommended,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0
1636,henkel-aa,April 2021,"Großartige, diverse Unternehmenskultur",recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
1637,henkel-aa,April 2021,Ein guter und sozial eingestellter Arbeitgeber mit vielen Angeboten für die Mitarbeiter.,recommended,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,5.0
