,Employer,Time,Comment,Overall,Interessante Aufgaben,Gleichberechtigung,Kommunikation,Arbeitsbedingungen,Vorgesetztenverhalten,Umgang mit älteren Kollegen,Kollegenzusammenhalt,Umwelt-/Sozialbewusstsein,Gehalt/Sozialleistungen,Karriere/Weiterbildung,Work-Life-Balance,Image,Arbeitsatmosphäre,Respekt,Variation,Spaßfaktor,Aufgaben/Tätigkeiten,Die Ausbilder,Ausbildungsvergütung,Arbeitszeiten,Karrierechancen,Arbeitgeber-Kommentar,Herausforderung,Arbeitgeber-Kommentare
1293,eon,Dezember 2020,Supply Chain bei E.ON,Nicht empfohlen,4.0,5.0,1.0,4.0,1.0,3.0,2.0,,4.0,3.0,2.0,3.0,1.0,,,,,,,,,,,
1294,eon,Dezember 2020,Wir arbeiten täglich am Schutz des Klimas.,Empfohlen,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,5.0,,
1295,eon,November 2020,"Großartiges Team, verantwortungsvoller Umgang mit Work/Live, flache Hierarchien",Empfohlen,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,,,,,,,,,,,
1296,eon,November 2020,ABM durch CPO,Nicht empfohlen,1.0,4.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,4.0,2.0,,,,,,,,,,,
1297,eon,November 2020,Ein Unternehmen zum Wohlfühlen,Empfohlen,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1298,eon,November 2020,Es hat mir sehr geholfen mich selbst weiterzuentwickeln,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1299,eon,November 2020,Konzern im Wandel,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1300,eon,November 2020,"Top AG mit div. Vorzügen bei herausfordernden Aufgaben, welche aber spass bringen und ein tolles Team im Hintergrund.",Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,
1301,eon,Oktober 2020,Projektleiter,Nicht empfohlen,3.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,,,,,,,,,,,
1302,eon,Oktober 2020,Unternehmen im kontinuierlichen Umbruch,Nicht empfohlen,3.0,5.0,3.0,5.0,5.0,,5.0,4.0,5.0,3.0,3.0,5.0,5.0,,,,,,,,,,,
1303,eon,September 2020,"Viele Freiheiten, super sozial, guter Kaffee, traumhafte Arbeitsatmossphäre, starke HR.",Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1304,eon,September 2020,"Perfekt für alle Studenten, die Flexibilität, strukturierte Aufgaben und eine entspannte Arbeitsatmosphäre schätzen!",Empfohlen,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1305,fresenius-se,April 2022,Toller Einblick in die Rechtsabteilung eines DAX-Konzerns,Empfohlen,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
1306,fresenius-se,März 2022,Gute flexible Arbeitskultur,Empfohlen,5.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,,,,,,,,,,4.0,,
1307,fresenius-se,Januar 2022,"Der perfekte Ort für ein duales Studium. Ein moderner Arbeitgeber, Möglichkeiten zu Gleitzeit, Homeoffice, etc.",Empfohlen,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,,,,,,,,,,5.0,,
1308,fresenius-se,Dezember 2021,Sehr gut,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,,,,,,,,,,4.0,,
1309,fresenius-se,November 2021,Mobbinghochdrei,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,
1310,fresenius-se,Oktober 2021,Guter Arbeitgeber.,Empfohlen,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,3.0,,,,,,,,,5.0,,
1311,fresenius-se,Oktober 2021,Einschätzung,Nicht empfohlen,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,5.0,,
1312,fresenius-se,April 2021,"Guter Arbeitgeber, faire Arbeitsbedingungen, Top Klima",Empfohlen,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,,,,,,,,,,4.0,,
1313,fresenius-se,März 2021,"Leider hat mir das Zugehörigkeitsgefühl gefehlt, aber es war im Allgemeinen eine sehr lehrreiche Erfahrung.",Empfohlen,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,2.0,,,,,,,,,,3.0,,
1314,fresenius-se,Januar 2021,Corporate Finance & Global Treasury - Ein Praktikum um sich weiterzuentwickeln,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1315,fresenius-se,August 2020,"Bei Projekten eingebunden,darf Verantwortung übernehmen, bekomme viele neue Aufgaben & Vertrauen, kann Vorschläge machen",Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,,,,,,,,,,3.0,,
1316,fresenius-se,August 2020,"Onlinebewerbung, Vorstellungsgespräch, Einstellung",Empfohlen,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,,,,,,,,,,3.0,,
1317,fresenius-se,Juli 2020,Gut,Empfohlen,5.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,,,,,,,,,,1.0,,
1318,fresenius-se,Juni 2020,Sehr schlecht arbeitsgeber,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,
1319,fresenius-se,Juni 2020,"Wäre schön, wenn sich was ändert",Nicht empfohlen,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,,,,,,,,,,2.0,,
1320,fresenius-se,Juni 2020,Chaos ohne Ende,Nicht empfohlen,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,,,,,,,,,,2.0,,
1321,fresenius-se,April 2020,"Leider Vitamin B vor Verstand, sonst gut.",Empfohlen,2.0,1.0,5.0,,5.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,5.0,,,,,,,,,5.0,,
1322,fresenius-se,Dezember 2019,"Tolles Unternehmen, jedoch Standort abhängig!",Empfohlen,4.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,,,,,,,,,,4.0,,
1323,fresenius-se,Oktober 2019,tolles Unternehmen in dem ich gerne arbeite,Empfohlen,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,4.0,,
1324,fresenius-se,September 2019,zufrieden mit dem Arbeitgeber dort kann man arbeiten,Empfohlen,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,,,,,,,,,,3.0,,
1325,fresenius-se,August 2019,"Nur so, alles in allem ganz okay",Empfohlen,3.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,,,,,,,,,,1.0,,
1326,fresenius-se,August 2019,alles in allem ganz okay. abers ehr steif und unpersönlich,Nicht empfohlen,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,,,,,,,,,,3.0,,
1327,fresenius-se,Juli 2019,Solider und fairer Arbeitgeber,Empfohlen,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,5.0,,
1328,fresenius-se,Juli 2019,alles in allem solala. kollegen sind manchmal ziemlich hinterhältig,Nicht empfohlen,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,2.0,,
1329,fresenius-se,Juni 2019,die firmaist besonders gut und man arentiert dort gerne,Empfohlen,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,,,5.0,,
1330,fresenius-se,Mai 2019,Für mich ideal,Empfohlen,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,4.0,,
1331,fresenius-se,Mai 2019,Könnte besser sein,Nicht empfohlen,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,1.0,,
1332,fresenius-se,Mai 2019,Leider nicht Familienfreundlich,Nicht empfohlen,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,,,,,,,,,,5.0,,
1333,fresenius-se,Mai 2019,"Das Unternehmen hat alle Möglichkeiten, nutzt sie aber leider nicht",Nicht empfohlen,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,,3.0,4.0,,,,,,,,,3.0,,
1334,fresenius-se,Mai 2019,Super Arbeitgeber mit netten Kollegen,Empfohlen,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1335,fresenius-se,April 2019,Zu großer Konzern,Nicht empfohlen,5.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,4.0,,
1336,fresenius-se,Februar 2019,"Ansprechender und guter Arbeitgeber, teils aber zu lange/konventionelle Entscheidungswege sowie mäßige Vergütung",Empfohlen,,,,,,,,,,,,,3.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,,
1337,fresenius-se,Oktober 2018,Fairer Arbeitgeber,Empfohlen,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
1338,fresenius-se,August 2018,TOP!!!,Empfohlen,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1339,fresenius-se,Juli 2018,Für Berufsansteigern ungeeignet.,Nicht empfohlen,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,
1340,fresenius-se,Juli 2018,Sehr gut: 4.15 von 5 Sternen,Empfohlen,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,
1341,fresenius-se,Juni 2018,Alles in allem solide,Empfohlen,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,,,,,,,,,,,
1342,fresenius-se,Mai 2018,Familienfreundlichkeit stark verbesserungsbedürftig!,Nicht empfohlen,2.0,3.0,1.0,4.0,4.0,,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,
1343,fresenius-se,Mai 2018,gut,Empfohlen,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,,,,,,,,,,,
1344,fresenius-se,Mai 2018,Bewertung,Empfohlen,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,,,,,,,,,,,
1345,fresenius-se,April 2018,Top Arbeitszeiten,Empfohlen,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,,,,,,,,,,
1346,fresenius-se,April 2018,Leere Versprechungen und Lügen,Nicht empfohlen,2.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
1347,fresenius-se,April 2018,Seit 18 Monaten dabei - genau die richtige Entscheidung,Empfohlen,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,,
1348,fresenius-se,März 2018,Solide Ausbildung mit interessanten Inhalten,Empfohlen,,,,,,,,,,,,,5.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,,,
1349,fresenius-se,Oktober 2017,man wurde nicht richtig angelernt,Nicht empfohlen,1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,,,,,,,,,,,
1350,fresenius-se,Juni 2017,Die beste Erfahrung das ich bei eine Zeitarbeitsfirme das ich bisher gemacht habe!,Empfohlen,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,,,,,,,,,,,
1351,fresenius-se,Juni 2017,Werkstudent Corporate Human Resources,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1352,fresenius-se,Oktober 2016,Guter Arbeitgeber,Empfohlen,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,,,,,,,,,,,
1353,fresenius-se,August 2016,Praktikum mit steiler Lernkurver in sehr Angenehmer Atmosphäre im Personalmarketing/Talentmanagement,Empfohlen,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1354,fresenius-se,April 2016,Leider wenig Flexibilität,Nicht empfohlen,3.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,,,,,,,,,,,
1355,fresenius-se,April 2016,Zwischen alten Strukturen und Aufbruch,Empfohlen,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,,,,,,,,,,,
1356,fresenius-se,Juli 2015,Starke Firma und Top Kollegen,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,
1357,fresenius-se,Februar 2015,Studentischer Praktikant,Nicht empfohlen,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,,
1358,fresenius-medical-care,April 2022,Arbeitgeber Bewertung,Nicht empfohlen,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,,,,,,,,,,,
1359,fresenius-medical-care,April 2022,Top Arbeitgeber mit kleinen Makeln,Empfohlen,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,,,,,,,,,,,
1360,fresenius-medical-care,April 2022,Laborverantwortlicher,Empfohlen,5.0,5.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,,,,,,,,,,,
1361,fresenius-medical-care,März 2022,Wer sich hier beschwert ist selbst schuld,Empfohlen,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,,,,,,,,,,,
1362,fresenius-medical-care,März 2022,Großer Flop,Nicht empfohlen,4.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,
1363,fresenius-medical-care,Januar 2022,Senior Product Manager,Empfohlen,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,
1364,fresenius-medical-care,Januar 2022,Bewertung meines Praxissemesters bei Fresenius Medical Care,Empfohlen,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,4.0,,
1365,fresenius-medical-care,Januar 2022,Sehr guter Arbeitgeber welcher sich bislang gekümmert hat,Empfohlen,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,,,,
1366,fresenius-medical-care,Dezember 2021,Guter Arbeitgeber,Empfohlen,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,,,,,,,,,,,
1367,fresenius-medical-care,Dezember 2021,Ein Traumpraktikum,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1368,fresenius-medical-care,Dezember 2021,"Nicht gehört, nicht gesehen, nicht geschätzt",Nicht empfohlen,1.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,,,,
1369,fresenius-medical-care,Dezember 2021,"Es war ein schönes Praktikum, dass mir gezeigt hat, dass das Studium das richtige für mich ist",Empfohlen,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,1.0,4.0,4.0,3.0,,,,,,,,,,,
1370,fresenius-medical-care,November 2021,Nicht alles Gold was…,Empfohlen,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,,,,,,,,,,,
1371,fresenius-medical-care,November 2021,Ich bin zufrieden,Empfohlen,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,,,,,,,,,,,
1372,fresenius-medical-care,November 2021,Chaotische Zustände und veraltete Technologien,Nicht empfohlen,1.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,,,,,,,,,,,
1373,fresenius-medical-care,November 2021,Komplexe Unternehmensstruktur aber dennoch gut aufgehoben,Empfohlen,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,
1374,fresenius-medical-care,Oktober 2021,6 monatiges freiwilliges Praktikum im Projektmanagement Bereich,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1375,fresenius-medical-care,Oktober 2021,Unvergessliche Zeit als Werkstudent in der IWT-Abteilung,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1376,fresenius-medical-care,September 2021,Schöne Grüße ich möchte mich für die stelle des Produktionsmitarbeiter bewerben. mit grüßen,Empfohlen,,,5.0,,2.0,,5.0,,,,4.0,1.0,5.0,,,,,,,,,,,
1377,fresenius-medical-care,August 2021,"Vorsicht geboten! Schlechtester Arbeitgeber, den ich je erlebt habe!",Nicht empfohlen,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,,,1.0,,
1378,fresenius-medical-care,Juli 2021,Von außen hui von innen pfui…,Nicht empfohlen,5.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,,,,,,,,,,,
1379,fresenius-medical-care,Juli 2021,Es ist nicht alles Gold was glänzt,Nicht empfohlen,4.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,,,,,,,,,,,
1380,fresenius-medical-care,Mai 2021,Guter Arbeitgeber,Empfohlen,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
1381,fresenius-medical-care,Mai 2021,Alles super,Empfohlen,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0,5.0,2.0,,,,,,,,,5.0,,
1382,fresenius-medical-care,Mai 2021,Meine Erfahrung bei Fresenius war im Allgemeinen gut. Am Ende war ich jedoch enttäuscht.,Empfohlen,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,1.0,,,,,,,,,4.0,,
1383,fresenius-medical-care,April 2021,Entwickelt sich rasch in ein modernen Weltkonzern,Empfohlen,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,,,,,,,,,,,
1384,fresenius-medical-care,April 2021,"Stolz, dazu zu gehören.. I ❤️ FMC..",Empfohlen,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
1385,fresenius-medical-care,März 2021,"Wenn man als Student keine Unterstützung bekommt und nicht wertgeschätzt wird, dann weiß man, dass da was nicht stimmt.",Empfohlen,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,,,,,,,,,,,
1386,fresenius-medical-care,März 2021,Sehr guter Arbeitgeber - organisatorisch noch Luft nach oben,Empfohlen,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,
1387,fresenius-medical-care,März 2021,Sehr gutes Arbeitsverhältnis mit toller Betreuung,Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,5.0,,
1388,fresenius-medical-care,Januar 2021,Hire and Fire ist hier die Devise,Nicht empfohlen,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0,,,,,,,,,,,
1389,fresenius-medical-care,Dezember 2020,"Viel Potential, aber keine realistische Vision und alte Strukturen",Empfohlen,4.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,,,,,,,,,,,
1390,fresenius-medical-care,November 2020,Unstrukturierte Prozesse und Angst unter den Mitarbeitern,Nicht empfohlen,1.0,,2.0,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,
1391,fresenius-medical-care,November 2020,aktueller Stand,Empfohlen,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,,,,,,,,,,,
1392,fresenius-medical-care,November 2020,Werkstudent im IT Projekt,Empfohlen,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,4.0,,
1393,fresenius-medical-care,November 2020,Guter Arbeitgeber mit flexiblen Arbeitszeiten und guten Weiterbildungsmöglichkeiten,Empfohlen,4.0,,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,3.0,4.0,,,,,,,,,,,
1394,fresenius-medical-care,Oktober 2020,They care 4 patients,Nicht empfohlen,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,
1395,fresenius-medical-care,Oktober 2020,Alles in allem ok,Nicht empfohlen,2.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,,,,,,,,,,,
1396,fresenius-medical-care,August 2020,Keine Work-Life-Balance bei mittelmäßigem Gehalt,Nicht empfohlen,4.0,5.0,2.0,2.0,4.0,,5.0,3.0,2.0,2.0,1.0,4.0,3.0,,,,,,,,,,,
1397,fresenius-medical-care,August 2020,Soll eine Vorzeigefirma sein?????,Nicht empfohlen,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,,,,,,,,,,,
1398,fresenius-medical-care,Juli 2020,Trotz COVID-19 eine spannende Erfahrung,Empfohlen,4.0,4.0,3.0,4.0,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,5.0,,
1399,fresenius-medical-care,Juni 2020,Nur Politik,Nicht empfohlen,4.0,3.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,,,,,,,,,,,
1400,fresenius-medical-care,Juni 2020,angenehmes Arbeitsklima,Empfohlen,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,4.0,,
1401,fresenius-medical-care,Mai 2020,Sehr angenehmes Arbeitsumfeld,Empfohlen,4.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,,,,,,,,,,,
1402,fresenius-medical-care,Mai 2020,Unternehmenskultur ist nicht mehr zeitgemäss,Nicht empfohlen,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,
1403,fresenius-medical-care,April 2020,Gute Reaktion,Empfohlen,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,,,,,,,,,,,
1404,fresenius-medical-care,April 2020,Top Arbeitgeber,Empfohlen,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,4.0,5.0,3.0,5.0,5.0,,,,,,,,,,,
1405,fresenius-medical-care,März 2020,A great experience to start my working-life in Germany,Empfohlen,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,,,,,,,,,,5.0,,
1406,fresenius-medical-care,Februar 2020,"Gute Produkte & Service, aber zu wenig Innovation & Verbesserung & Koordination, Ziele zu kurzfristig",Empfohlen,4.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,,1.0,5.0,2.0,,,,,,,,,,,
1407,fresenius-medical-care,Februar 2020,"Wenn die Unternehmenswerte nicht eingehalten werden, können das selbst die guten Benefits nicht ausgleichen",Nicht empfohlen,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,,
1408,fresenius-medical-care,Februar 2020,Lieber hätte ich nach einem anderem Job weitergesucht,Nicht empfohlen,5.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,5.0,2.0,,,,,,,,,,,
1409,fresenius-medical-care,Januar 2020,Ich bin stolz bei Fresenius zu arbeiten,Empfohlen,5.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,,
1410,fresenius-medical-care,Januar 2020,Tolles Unternehmen,Empfohlen,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,,,,,,,,,,,
1411,fresenius-medical-care,November 2019,"Mehr Schein als sein. Man verliert die Ressource Mitarbeiter aus den Augen, jederzeit austauschbar.",Nicht empfohlen,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,,,,,,,,,,,
1412,fresenius-medical-care,Oktober 2019,"Alles bestens. Super Teamarbeit, gute Kollegen",Empfohlen,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,,,,,,,,,,
1413,fresenius-medical-care,Oktober 2019,"Hallo, ich schreibe etwas hier weil ich keine Ahnung habe, was zu sagen, keine Ahnung",Empfohlen,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,,,,
1414,fresenius-medical-care,Oktober 2019,Eine gute Firma in der man gerne arbeitet,Empfohlen,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,,,,,,,,,,,
1415,fresenius-medical-care,September 2019,Nicht empfehlenswert!,Nicht empfohlen,1.0,2.0,4.0,2.0,1.0,5.0,1.0,,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
1416,fresenius-medical-care,September 2019,Nichts wie weg,Nicht empfohlen,3.0,3.0,1.0,1.0,1.0,3.0,4.0,,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
